game_id,avg_temp,rain_sum,wind_speed_avg,snowfall_sum,is_indoor,rain_any,snow_any
339,78.44,0.0,4.9,0.0,True,False,False
340,53.6,4.2,11.4,0.0,False,True,False
341,58.64,0.0,6.5,0.0,False,False,False
342,75.02,3.3,13.5,0.0,False,True,False
343,69.62,2.3,13.1,0.0,False,True,False
344,58.28,1.2,9.8,0.0,False,True,False
345,52.16,0.1,10.0,0.0,False,True,False
346,47.120000000000005,0.5,7.2,0.0,False,True,False
347,64.94,1.8,15.2,0.0,False,True,False
348,54.14,0.0,13.5,0.0,True,False,False
349,77.18,0.0,13.8,0.0,False,False,False
350,71.78,1.1,8.8,0.0,False,True,False
351,57.92,0.0,10.0,0.0,False,False,False
352,72.5,0.0,5.3,0.0,True,False,False
353,75.2,0.0,21.1,0.0,False,False,False
354,63.32,0.0,7.3,0.0,False,False,False
355,53.96,2.0,5.8,0.0,False,True,False
356,71.24000000000001,0.0,11.3,0.0,True,False,False
357,61.34,0.0,18.0,0.0,False,False,False
358,63.32,0.0,23.9,0.0,True,False,False
359,80.42,1.1,13.0,0.0,False,True,False
360,71.24000000000001,0.1,13.2,0.0,True,True,False
361,62.42,0.0,11.5,0.0,True,False,False
362,63.68,0.0,8.9,0.0,False,False,False
363,74.66,0.0,14.3,0.0,True,False,False
364,65.3,0.0,14.2,0.0,False,False,False
365,58.1,0.0,10.4,0.0,False,False,False
366,74.3,0.0,26.8,0.0,False,False,False
367,62.6,0.0,9.5,0.0,False,False,False
368,49.46,4.9,14.2,0.0,False,True,False
369,30.74,0.0,10.0,0.0,False,False,False
370,78.44,0.0,11.3,0.0,False,False,False
371,49.46,0.0,9.7,0.0,False,False,False
372,51.98,0.0,10.2,0.0,False,False,False
373,57.74,0.0,10.4,0.0,False,False,False
374,50.9,0.0,8.8,0.0,True,False,False
375,56.3,2.4,23.8,0.0,False,True,False
376,42.8,0.0,10.6,0.0,True,False,False
377,58.46,0.0,13.0,0.0,False,False,False
378,54.32,0.0,17.8,0.0,True,False,False
379,71.6,0.0,7.4,0.0,False,False,False
